Aantalcilinders,Aantalzitplaatsen,Brandstofverbruikbuitenweg,Brandstofverbruikgecombineerd,Brandstofverbruikstad,Cilinderinhoud,CO2uitstootgecombineerd,Datumeerstetoelating,Handelsbenaming,Hoofdbrandstof,Inrichting,Massaleegvoertuig,Merk,Milieuclassificatie,Nevenbrandstof,Toegestanemaximummassavoertuig,Vermogen,Zuinigheidslabel
6,5,5.8,7.5,10.3,2979,174,2014-02-15T00:00:00,535I,Benzine,sedan,1665,BMW,Euro 6,Niet geregistreerd,2300,225,D
4,5,4.9,5.9,7.6,1598,138,2014-02-14T00:00:00,316I,Benzine,stationwagen,1445,BMW,Euro 6,Niet geregistreerd,2065,100,B
6,5,5.8,7.5,10.3,2979,175,2014-02-14T00:00:00,M135I,Benzine,stationwagen,1420,BMW,Euro 6,Niet geregistreerd,1975,235,F
4,5,5.5,6.5,8.1,1995,150,2014-02-12T00:00:00,FORESTER,Benzine,stationwagen,1477,SUBARU,Euro 5,Niet geregistreerd,2015,110,C
4,5,4.3,5.1,6.5,1229,121,2014-02-14T00:00:00,CORSA,Benzine,MPV,1020,OPEL,Euro 5,Niet geregistreerd,1595,63,C
4,5,5.5,6.6,8.4,1598,154,2014-02-15T00:00:00,ZAFIRA TOURER,Benzine,stationwagen,1564,OPEL,Euro 5,Niet geregistreerd,2335,125,C
4,5,4.9,5.7,7.1,1398,134,2014-02-13T00:00:00,ASTRA SPORTS TOURER,Benzine,stationwagen,1293,OPEL,Euro 5,Niet geregistreerd,1985,74,B
4,5,4.7,5.7,7.5,1364,134,2014-02-13T00:00:00,INSIGNIA LIMOUSINE HB,Benzine,hatchback,1403,OPEL,Euro 5,Niet geregistreerd,2065,103,A
4,5,5.3,6.1,7.6,1364,144,2014-06-16T00:00:00,ZAFIRA TOURER,Benzine,stationwagen,1513,OPEL,Euro 5,Niet geregistreerd,2295,103,B
4,5,5.4,6.5,8.4,1598,153,2014-02-13T00:00:00,MOKKA,Benzine,MPV,1255,OPEL,Euro 5,Niet geregistreerd,1789,85,D
4,5,6,7.4,9.8,1618,169,2014-02-25T00:00:00,NISSAN JUKE,Benzine,MPV,1355,NISSAN,Euro 5,Niet geregistreerd,1860,140,F
4,5,4.6,5.3,6.4,1197,119,2014-02-13T00:00:00,MEGANE,Benzine,hatchback,1180,RENAULT,Euro 5,Niet geregistreerd,1787,85,B
4,7,5.6,6.4,7.7,1197,145,2014-02-14T00:00:00,MEGANE SCENIC,Benzine,MPV,1405,RENAULT,Euro 5,Niet geregistreerd,2190,97,C
4,5,4.6,5.4,6.7,1197,124,2014-02-15T00:00:00,MEGANE,Benzine,stationwagen,1259,RENAULT,Euro 5,Niet geregistreerd,1835,97,B
6,5,6.5,8,10.7,2773,187,2014-02-14T00:00:00,A6 AVANT,Benzine,stationwagen,1705,AUDI,Euro 5,Niet geregistreerd,2360,150,D
4,5,4.3,4.9,5.9,1197,114,2014-02-14T00:00:00,FABIA,Benzine,stationwagen,1036,SKODA,Euro 5,Niet geregistreerd,1591,63,B
4,5,4.4,5.2,6.5,1197,119,2014-02-14T00:00:00,LEON,Benzine,stationwagen,1088,SEAT,Euro 5,Niet geregistreerd,1680,63,B
4,5,5.1,5.7,6.9,1197,132,2014-02-14T00:00:00,ALTEA,Benzine,stationwagen,1260,SEAT,Euro 5,Niet geregistreerd,1880,77,C
4,5,4.7,5.4,6.7,1339,129,2014-02-14T00:00:00,CIVIC 5DR,Benzine,hatchback,1156,HONDA,Euro 5,Niet geregistreerd,1680,73,C
4,5,6.2,7.2,8.9,1997,168,2014-02-24T00:00:00,HONDA CR-V,Benzine,MPV,1427,HONDA,Euro 5,Niet geregistreerd,1955,114,D
4,5,5.9,7.1,9.1,1991,165,2014-02-12T00:00:00,CLA 45 AMG 4MATIC,Benzine,sedan,1485,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2075,265,E
4,5,5.1,6.1,7.7,1991,142,2014-02-14T00:00:00,E 200,Benzine,sedan,1555,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2210,135,B
4,5,5.2,6.4,8.5,1591,145,2014-02-15T00:00:00,I 30,Benzine,stationwagen,1198,HYUNDAI,Euro 5,Niet geregistreerd,1820,99,C
6,2,7,9.1,12.8,2995,213,2014-02-14T00:00:00,JAGUAR F-TYPE,Benzine,cabriolet,1567,JAGUAR,Euro 5,Niet geregistreerd,2025,280,F
4,5,5.8,7,9.2,1987,161,2014-02-19T00:00:00,TOYOTA AVENSIS,Benzine,MPV,1450,TOYOTA,Euro 5,Niet geregistreerd,2050,112,D
4,5,5.5,6.7,8.6,1798,154,2014-03-19T00:00:00,TOYOTA AVENSIS,Benzine,MPV,1405,TOYOTA,Euro 5,Niet geregistreerd,2020,108,C
4,5,6.5,8.1,10.9,1997,186,2014-02-18T00:00:00,MEGANE SCENIC,Benzine,hatchback,1405,RENAULT,Euro 5,Niet geregistreerd,2203,103,E
4,5,4.6,5.3,6.4,1197,119,2014-02-19T00:00:00,MEGANE,Benzine,stationwagen,1259,RENAULT,Euro 5,Niet geregistreerd,1835,85,A
4,7,5.7,6.6,8.1,1998,152,2014-03-03T00:00:00,MITSUBISHI OUTLANDER,Benzine,stationwagen,1425,MITSUBISHI,Euro 5,Niet geregistreerd,2170,110,C
4,5,5.5,6.3,7.9,1600,146,2014-02-21T00:00:00,SUBARU XV,Benzine,stationwagen,1360,SUBARU,Euro 5,Niet geregistreerd,1940,84,C
4,5,4.4,5.3,6.8,1229,125,2014-02-19T00:00:00,CORSA,Benzine,MPV,1063,OPEL,Euro 5,Niet geregistreerd,1625,63,C
4,5,5.2,6.6,9.1,1598,155,2014-02-20T00:00:00,INSIGNIA LIMOUSINE HB,Benzine,hatchback,1513,OPEL,Euro 5,Niet geregistreerd,2150,125,C
4,5,5,6.1,8,1398,143,2014-02-18T00:00:00,CORSA,Benzine,MPV,1065,OPEL,Euro 5,Niet geregistreerd,1610,74,E
4,5,4.3,5,6.2,1398,117,2014-02-21T00:00:00,CORSA,Benzine,MPV,1063,OPEL,Euro 5,Niet geregistreerd,1640,74,B
4,5,5.3,6.1,7.6,1362,144,2014-02-19T00:00:00,ZAFIRA TOURER,Benzine,stationwagen,1513,OPEL,Euro 5,Niet geregistreerd,2295,103,B
4,4,4.1,5,6.4,1398,117,2014-02-17T00:00:00,ADAM,Benzine,hatchback,1020,OPEL,Euro 5,Niet geregistreerd,1515,74,C
4,5,4.3,5,6.2,1229,117,2014-02-20T00:00:00,CORSA,Benzine,MPV,1063,OPEL,Euro 5,Niet geregistreerd,1625,63,B
4,4,4.1,5,6.4,1398,117,2014-02-21T00:00:00,ADAM,Benzine,hatchback,1020,OPEL,Euro 5,Niet geregistreerd,1480,74,C
3,5,4,4.3,4.9,1199,99,2014-02-28T00:00:00,2008,Benzine,stationwagen,1030,PEUGEOT,Euro 5,Niet geregistreerd,1593,60,A
3,5,4.3,5,6.4,898,116,2014-02-14T00:00:00,LOGAN,Benzine,sedan,973,DACIA,Euro 5,Niet geregistreerd,1520,66,B
4,5,4.3,5,6.2,1229,117,2014-02-22T00:00:00,CORSA,Benzine,MPV,1020,OPEL,Euro 5,Niet geregistreerd,1595,63,B
4,5,4.9,5.9,7.6,1362,139,2014-02-20T00:00:00,ASTRA GTC,Benzine,hatchback,1337,OPEL,Euro 5,Niet geregistreerd,1950,103,B
4,5,5.3,6.1,7.6,1364,144,2014-02-21T00:00:00,ZAFIRA TOURER,Benzine,stationwagen,1513,OPEL,Euro 5,Niet geregistreerd,2295,88,B
4,5,5.8,7.2,9.5,1598,169,2014-02-20T00:00:00,ZAFIRA TOURER,Benzine,stationwagen,1564,OPEL,Euro 5,Niet geregistreerd,2360,125,D
4,5,6,7,8.7,1598,164,2014-02-21T00:00:00,ZAFIRA TOURER,Benzine,stationwagen,1564,OPEL,Euro 5,Niet geregistreerd,2360,147,C
4,5,4.3,5,6.2,1398,117,2014-02-19T00:00:00,CORSA,Benzine,MPV,1041,OPEL,Euro 5,Niet geregistreerd,1625,74,B
4,5,5.5,6.4,8,1364,149,2014-02-26T00:00:00,MOKKA,Benzine,MPV,1345,OPEL,Euro 5,Niet geregistreerd,1879,103,D
4,5,6.3,7.8,10.6,1998,184,2014-02-22T00:00:00,INSIGNIA LIMOUSINE NB,Benzine,sedan,1633,OPEL,Euro 5,Niet geregistreerd,2280,184,D
4,7,5.3,6.4,8.4,1591,149,2014-02-22T00:00:00,CARENS,Benzine,stationwagen,1383,KIA,Euro 5,Niet geregistreerd,2140,99,C
2,4,3.4,3.8,4.5,875,88,2014-02-22T00:00:00,FIAT 500,Benzine,hatchback,905,FIAT,Euro 6,Niet geregistreerd,1370,59,A
2,4,3.4,3.8,4.4,875,88,2014-04-14T00:00:00,FIAT 500,Benzine,hatchback,955,FIAT,Euro 6,Niet geregistreerd,1395,59,A
4,5,4.2,5,6.4,1368,117,2014-02-24T00:00:00,ALFA GIULIETTA,Benzine,MPV,1280,ALFA ROMEO,Euro 6,Niet geregistreerd,1810,125,A
4,4,4.3,5.1,6.6,1242,119,2014-02-28T00:00:00,PANDA,Benzine,MPV,915,FIAT,Euro 6,Niet geregistreerd,1420,51,C
4,5,5.6,6.9,9.1,1368,159,2014-02-21T00:00:00,FIAT 500L,Benzine,MPV,1295,FIAT,Euro 6,Niet geregistreerd,1880,88,E
4,5,4.3,4.9,5.9,1197,114,2014-02-21T00:00:00,LEON,Benzine,stationwagen,1109,SEAT,Euro 5,Niet geregistreerd,1710,77,A
4,5,4.3,5,6.2,1395,116,2014-02-28T00:00:00,GOLF,Benzine,stationwagen,1149,VOLKSWAGEN,Euro 5,Niet geregistreerd,1750,90,B
4,5,5,5.9,7.4,1395,137,2014-02-25T00:00:00,Q3,Benzine,stationwagen,1360,AUDI,Euro 6,Niet geregistreerd,1985,110,B
6,4,6.8,8.6,11.7,3436,203,2014-02-24T00:00:00,911 CARRERA 4,Benzine,coupe,1425,PORSCHE,Euro 5,Niet geregistreerd,1865,257,G
4,5,4.2,5,6.3,1197,116,2014-02-25T00:00:00,RAPID,Benzine,sedan,1075,SKODA,Euro 5,Niet geregistreerd,1635,77,B
4,5,5.4,6.8,9.5,1596,159,2014-02-25T00:00:00,S60,Benzine,sedan,1401,VOLVO,Euro 5,Niet geregistreerd,2030,110,C
3,5,4.6,5.2,6.4,998,119,2014-02-25T00:00:00,GRAND C-MAX,Benzine,stationwagen,1393,FORD,Euro 5,Niet geregistreerd,2150,92,A
3,7,4.6,5.2,6.4,998,118,2014-02-28T00:00:00,GRAND C-MAX,Benzine,stationwagen,1393,FORD,Euro 5,Niet geregistreerd,2150,92,A
4,5,5.6,7.2,9.9,1999,169,2014-02-28T00:00:00,FOCUS,Benzine,hatchback,1337,FORD,Euro 5,Niet geregistreerd,2025,184,E
3,5,3.9,4.9,6.6,998,114,2014-02-26T00:00:00,FIESTA,Benzine,hatchback,1012,FORD,Euro 5,Niet geregistreerd,1570,74,B
4,5,4.4,5.2,6.6,1591,119,2014-03-01T00:00:00,CEE D,Benzine,hatchback,1167,KIA,Euro 5,Niet geregistreerd,1820,99,B
4,5,5.4,6.3,7.8,1998,145,2014-02-26T00:00:00,MITSUBISHI OUTLANDER,Benzine,stationwagen,1395,MITSUBISHI,Euro 5,Niet geregistreerd,1985,110,C
4,5,5,6.3,8.6,1598,145,2014-02-26T00:00:00,C3 PICASSO,Benzine,MPV,1179,CITROEN,Euro 5,Niet geregistreerd,1753,88,D
4,5,5.3,6.3,8,1595,147,2014-02-28T00:00:00,C 180,Benzine,sedan,1385,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2000,115,C
4,5,4.2,5.2,6.9,1595,122,2014-02-26T00:00:00,CLA 200,Benzine,sedan,1330,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1920,115,B
4,5,6.8,7.7,9.1,1991,180,2014-02-28T00:00:00,GLK 250 4MATIC,Benzine,stationwagen,1725,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2400,155,E
4,5,5.3,6.2,7.8,1595,145,2014-03-11T00:00:00,C 180,Benzine,stationwagen,1445,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2085,115,C
6,5,5.3,6.8,9.4,3498,159,2014-02-27T00:00:00,C 350,Benzine,sedan,1510,MERCEDES-BENZ,Euro 5,Niet geregistreerd,2125,225,D
8,5,6.9,9.1,12.8,4663,211,2014-02-28T00:00:00,S 500 4MATIC,Benzine,sedan,1950,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2715,335,E
4,5,5.3,6.2,7.8,1991,145,2014-02-28T00:00:00,E 200,Benzine,stationwagen,1635,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2330,135,B
4,4,5.1,6.1,7.7,1991,142,2014-02-28T00:00:00,E 250,Benzine,sedan,1580,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2245,155,B
4,5,4.4,5.5,7.4,1595,127,2014-02-28T00:00:00,CLA 200,Benzine,sedan,1295,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1920,115,B
4,4,5.3,6.3,8,1595,147,2014-02-26T00:00:00,C 180,Benzine,coupe,1405,MERCEDES-BENZ,Euro 5,Niet geregistreerd,1975,115,C
4,5,4.9,6.1,8.2,1397,140,2014-02-28T00:00:00,C3 PICASSO,Benzine,MPV,1176,CITROEN,Euro 5,Niet geregistreerd,1747,70,D
4,5,4.9,6.4,9,1598,149,2014-02-28T00:00:00,C3 PICASSO,Benzine,MPV,1179,CITROEN,Euro 5,Niet geregistreerd,1753,88,D
4,5,5.6,7.1,9.9,1598,165,2014-02-27T00:00:00,DS5,Benzine,MPV,1395,CITROEN,Euro 5,Niet geregistreerd,2035,115,D
4,5,4.3,5.5,7.5,1595,128,2014-02-27T00:00:00,A 180,Benzine,stationwagen,1270,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1935,90,B
4,5,4.8,5.7,7.3,1595,133,2014-02-27T00:00:00,A 180,Benzine,stationwagen,1295,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1920,90,C
4,5,4.9,6,7.9,1991,140,2014-02-27T00:00:00,A 250,Benzine,stationwagen,1365,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1970,155,C
4,5,5,6.2,8.3,1595,144,2014-02-27T00:00:00,B 180,Benzine,stationwagen,1295,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1960,90,C
4,5,4.6,5.5,7,1991,127,2014-02-27T00:00:00,C 200,Benzine,sedan,1365,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2030,135,B
6,5,5.9,7.4,9.8,3498,172,2014-02-28T00:00:00,CLS 350,Benzine,stationwagen,1730,MERCEDES-BENZ,Euro 5,Niet geregistreerd,2355,225,C
4,5,5.9,7.1,9.1,1991,165,2014-02-28T00:00:00,A 45 AMG 4MATIC,Benzine,stationwagen,1455,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2050,265,E
4,2,5.3,6.5,8.6,1796,151,2014-02-28T00:00:00,SLK 200,Benzine,cabriolet,1370,MERCEDES-BENZ,Euro 5,Niet geregistreerd,1785,135,D
4,4,5.1,6.1,7.8,1991,142,2014-02-28T00:00:00,E 200,Benzine,cabriolet,1635,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2205,135,C
3,2,3.9,4.2,4.5,999,97,2014-02-28T00:00:00,FORTWO COUPE MHD,Benzine,coupe,725,SMART,Euro 5,Niet geregistreerd,1020,45,B
3,2,4,4.3,4.6,999,98,2014-02-28T00:00:00,FORTWO COUPE MHD,Benzine,coupe,725,SMART,Euro 5,Niet geregistreerd,1020,52,B
4,5,4.5,5.3,6.6,1595,122,2014-02-27T00:00:00,C 180,Benzine,sedan,1295,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1960,115,A
3,2,4,4.3,4.6,999,98,2014-02-28T00:00:00,FORTWO COUPE MHD,Benzine,coupe,725,SMART,Euro 5,Niet geregistreerd,1020,45,B
4,5,6.4,7.5,9.3,1984,174,2014-03-01T00:00:00,Q5,Benzine,stationwagen,1695,AUDI,Euro 6,Niet geregistreerd,2330,132,D
4,5,6.7,8.4,11.2,1984,195,2014-02-28T00:00:00,TIGUAN,Benzine,stationwagen,1589,VOLKSWAGEN,Euro 5,Niet geregistreerd,2230,155,G
2,4,3.4,3.8,4.4,875,88,2014-02-28T00:00:00,FIAT 500,Benzine,hatchback,915,FIAT,Euro 6,Niet geregistreerd,1380,59,A
4,4,4.3,4.8,5.7,1242,113,2014-02-28T00:00:00,FIAT 500,Benzine,hatchback,840,FIAT,Euro 6,Niet geregistreerd,1305,51,C
2,4,3.4,3.8,4.5,875,88,2014-02-28T00:00:00,FIAT 500,Benzine,hatchback,945,FIAT,Euro 6,Niet geregistreerd,1385,59,A
2,5,3.4,3.8,4.5,875,88,2014-02-27T00:00:00,FIAT PUNTO,Benzine,MPV,1065,FIAT,Euro 6,Niet geregistreerd,1650,74,A
2,4,3.4,3.8,4.4,875,88,2014-02-28T00:00:00,PANDA,Benzine,MPV,950,FIAT,Euro 6,Niet geregistreerd,1455,59,A
8,5,6.7,8.9,12.6,4663,209,2014-02-24T00:00:00,E 500,Benzine,sedan,1840,MERCEDES-BENZ,Euro 5,Niet geregistreerd,2485,300,F
4,5,5,6.2,8.3,1598,144,2014-03-06T00:00:00,DS4,Benzine,hatchback,1180,CITROEN,Euro 5,Niet geregistreerd,1755,88,C
4,5,5,6.1,8.1,1598,144,2014-02-28T00:00:00,ASTRA SPORTS TOURER,Benzine,stationwagen,1450,OPEL,Euro 5,Niet geregistreerd,2090,125,C
8,5,7.3,9.6,13.6,3993,225,2014-02-28T00:00:00,S8,Benzine,sedan,1965,AUDI,Euro 6,Niet geregistreerd,2590,382,E
4,5,4.3,4.9,5.9,1395,109,2014-03-28T00:00:00,A1 SPORTBACK,Benzine,hatchback,1120,AUDI,Euro 5,Niet geregistreerd,1635,103,B
2,4,3.4,3.8,4.4,875,88,2014-02-28T00:00:00,PANDA,Benzine,MPV,955,FIAT,Euro 6,Niet geregistreerd,1460,59,A
2,5,3.4,3.8,4.4,875,88,2014-03-05T00:00:00,PANDA,Benzine,MPV,955,FIAT,Euro 6,Niet geregistreerd,1480,59,A
2,4,3.4,3.8,4.5,964,88,2014-02-28T00:00:00,PANDA,Benzine,MPV,930,FIAT,Euro 6,Niet geregistreerd,1435,44,A
2,5,3.4,3.8,4.4,875,88,2014-02-28T00:00:00,PANDA,Benzine,MPV,950,FIAT,Euro 6,Niet geregistreerd,1475,59,A
2,5,4.2,4.6,5.2,875,105,2014-02-27T00:00:00,PANDA,Benzine,MPV,950,FIAT,Euro 6,Niet geregistreerd,1475,63,B
4,4,4.9,6.1,8.4,1997,144,2014-03-08T00:00:00,420I,Benzine,coupe,1405,BMW,Euro 6,Niet geregistreerd,1950,135,C
6,5,5.7,7.6,11,2979,178,2014-03-11T00:00:00,335I XDRIVE,Benzine,sedan,1565,BMW,Euro 6,Niet geregistreerd,2130,225,E
4,5,4.6,5.6,7.1,1598,129,2014-03-06T00:00:00,118I,Benzine,stationwagen,1295,BMW,Euro 6,Niet geregistreerd,1850,125,C
4,5,4.4,5.4,7.3,1598,127,2014-02-28T00:00:00,320I ED,Benzine,sedan,1385,BMW,Euro 6,Niet geregistreerd,1960,125,B
4,5,4.2,4.7,5.8,1395,109,2014-03-06T00:00:00,GOLF,Benzine,stationwagen,1170,VOLKSWAGEN,Euro 6,Niet geregistreerd,1780,103,A
4,5,4.6,5.3,6.5,1395,121,2014-03-14T00:00:00,OCTAVIA,Benzine,stationwagen,1177,SKODA,Euro 5,Niet geregistreerd,1847,103,A
4,5,5.5,6.4,7.9,1390,148,2014-03-15T00:00:00,YETI,Benzine,stationwagen,1295,SKODA,Euro 5,Niet geregistreerd,1940,90,D
3,5,4.5,5.1,6.2,1198,119,2014-03-06T00:00:00,NISSAN NOTE,Benzine,MPV,1045,NISSAN,Euro 5,Niet geregistreerd,1590,72,C
6,2,5.9,7.2,9.5,3498,169,2014-03-05T00:00:00,SL 350,Benzine,cabriolet,1585,MERCEDES-BENZ,Euro 5,Niet geregistreerd,2065,225,D
4,5,4.9,5.9,7.7,1364,139,2014-03-07T00:00:00,ASTRA GTC,Benzine,hatchback,1337,OPEL,Euro 5,Niet geregistreerd,1950,103,B
4,5,5.2,6.6,8.9,1364,154,2014-03-05T00:00:00,ASTRA NOTCHBACK,Benzine,sedan,1383,OPEL,Euro 5,Niet geregistreerd,1965,103,C
4,5,5.1,6,7.5,1596,139,2014-03-07T00:00:00,V60,Benzine,stationwagen,1431,VOLVO,Euro 5,Niet geregistreerd,2100,110,B
4,5,5.8,7.2,9.8,1596,168,2014-03-08T00:00:00,V70,Benzine,stationwagen,1503,VOLVO,Euro 5,Niet geregistreerd,2210,132,C
4,5,5.8,6.9,8.8,1991,161,2014-03-14T00:00:00,A 45 AMG 4MATIC,Benzine,stationwagen,1455,MERCEDES-AMG,Niet geregistreerd,Niet geregistreerd,2050,265,E
4,5,5.1,5.9,7.3,1595,138,2014-03-05T00:00:00,GLA 200,Benzine,stationwagen,1335,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1920,115,C
2,5,3.4,3.8,4.5,964,88,2014-03-28T00:00:00,PANDA,Benzine,MPV,930,FIAT,Euro 6,Niet geregistreerd,1455,44,A
4,5,4.7,5.4,6.6,1329,125,2014-03-17T00:00:00,TOYOTA AURIS,Benzine,MPV,1125,TOYOTA,Euro 5,Niet geregistreerd,1735,73,B
4,5,4.8,5.4,6.5,1329,125,2014-03-14T00:00:00,TOYOTA VERSO-S,Benzine,MPV,1055,TOYOTA,Euro 5,Niet geregistreerd,1545,73,C
6,5,6.9,8.5,11.2,2979,197,2014-03-17T00:00:00,X5 XDRIVE35I,Benzine,stationwagen,2005,BMW,Euro 6,Niet geregistreerd,2740,225,D
4,5,4.4,5.4,7.3,1598,127,2014-03-17T00:00:00,320I ED,Benzine,sedan,1385,BMW,Euro 6,Niet geregistreerd,1985,125,B
4,4,5.5,6.7,8.7,1997,157,2014-03-10T00:00:00,428I,Benzine,cabriolet,1675,BMW,Euro 6,Niet geregistreerd,2160,180,C
4,5,4.7,6,8.1,1997,139,2014-03-08T00:00:00,520I,Benzine,sedan,1590,BMW,Euro 6,Niet geregistreerd,2225,135,B
4,2,5.3,6.8,9.4,1997,159,2014-03-11T00:00:00,Z4 SDRIVE28I,Benzine,cabriolet,1395,BMW,Euro 6,Niet geregistreerd,1750,180,E
4,5,5.1,6.2,7.9,1598,143,2014-03-10T00:00:00,316I,Benzine,stationwagen,1445,BMW,Euro 6,Niet geregistreerd,2065,100,C
3,4,3.8,4.5,5.7,1499,105,2014-03-14T00:00:00,COOPER,Benzine,hatchback,1060,MINI,Euro 6,Niet geregistreerd,1565,100,B
4,4,4.8,5.8,7.7,1998,136,2014-03-14T00:00:00,COOPER S,Benzine,hatchback,1135,MINI,Euro 6,Niet geregistreerd,1640,141,D
4,5,5.6,6.6,8.3,1991,154,2014-03-14T00:00:00,GLA 250 4MATIC,Benzine,stationwagen,1405,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1990,155,D
4,5,4.7,5.5,6.9,1595,127,2014-03-13T00:00:00,C 180,Benzine,sedan,1325,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1990,115,B
4,5,5.3,6.2,7.8,1991,144,2014-03-14T00:00:00,E 250,Benzine,stationwagen,1685,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2480,155,B
4,5,4.9,6.1,8.2,1595,141,2014-03-14T00:00:00,B 200,Benzine,stationwagen,1295,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1960,115,C
4,4,5.2,6.4,8.4,1586,147,2014-03-14T00:00:00,SWIFT SPORT,Benzine,hatchback,1015,SUZUKI,Euro 5,Niet geregistreerd,1480,100,E
4,5,7.5,8.8,11.2,2393,204,2014-03-14T00:00:00,GRAND VITARA,Benzine,stationwagen,1544,SUZUKI,Euro 5,Niet geregistreerd,2100,124,G
4,5,5.5,6.5,8.2,1598,153,2014-03-14T00:00:00,TRAX,Benzine,stationwagen,1265,CHEVROLET,Euro 5,Niet geregistreerd,1787,85,D
4,5,5.4,6.8,9.1,1598,159,2014-03-13T00:00:00,INSIGNIA SPORTS TOURER SW,Benzine,stationwagen,1601,OPEL,Euro 5,Niet geregistreerd,2255,125,C
4,5,4.8,5.7,7.3,1362,134,2014-03-15T00:00:00,INSIGNIA SPORTS TOURER SW,Benzine,MPV,1513,OPEL,Euro 5,Niet geregistreerd,2140,103,A
4,5,4.6,5.5,7.1,1398,129,2014-03-18T00:00:00,ASTRA NOTCHBACK,Benzine,sedan,1293,OPEL,Euro 5,Niet geregistreerd,1895,74,B
12,4,9.8,14,21.2,6592,327,2014-03-13T00:00:00,WRAITH,Benzine,coupe,2335,ROLLS ROYCE,Euro 6,Niet geregistreerd,2810,465,G
4,5,5.2,5.9,7.1,1591,139,2014-03-19T00:00:00,VENGA,Benzine,MPV,1155,KIA,Euro 5,Niet geregistreerd,1710,92,D
4,7,5.9,7.2,9.3,1999,166,2014-03-14T00:00:00,CARENS,Benzine,stationwagen,1419,KIA,Euro 5,Niet geregistreerd,2140,122,D
4,5,5.5,6.4,7.9,1595,149,2014-03-14T00:00:00,C 180,Benzine,stationwagen,1445,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2085,115,D
4,5,5,6.3,8.5,2488,148,2014-03-17T00:00:00,MAZDA 6,Benzine,sedan,1335,MAZDA,Euro 5,Niet geregistreerd,2000,141,B
3,5,4.1,4.6,5.6,1199,107,2014-03-25T00:00:00,DS3,Benzine,hatchback,950,CITROEN,Euro 5,Niet geregistreerd,1496,60,B
3,5,4.1,4.7,5.6,1199,109,2014-03-19T00:00:00,DS3 CABRIO,Benzine,hatchback,1007,CITROEN,Euro 5,Niet geregistreerd,1532,60,B
4,7,4.9,6.3,8.5,1598,145,2014-03-21T00:00:00,C4 PICASSO,Benzine,MPV,1253,CITROEN,Euro 5,Niet geregistreerd,2110,88,C
4,5,5.6,6.6,8.3,1598,154,2014-03-20T00:00:00,TOYOTA VERSO,Benzine,stationwagen,1405,TOYOTA,Euro 5,Niet geregistreerd,2125,97,D
4,5,5.7,6.8,8.7,1798,158,2014-03-25T00:00:00,TOYOTA VERSO,Benzine,stationwagen,1405,TOYOTA,Euro 5,Niet geregistreerd,2125,108,D
4,5,4.8,5.7,7.4,1598,134,2014-03-21T00:00:00,TOYOTA AURIS,Benzine,hatchback,1180,TOYOTA,Euro 5,Niet geregistreerd,1830,97,C
4,5,6.1,7.3,9.4,1987,169,2014-03-20T00:00:00,TOYOTA RAV4,Benzine,MPV,1465,TOYOTA,Euro 5,Niet geregistreerd,2100,111,D
8,7,8.3,10.4,14,4395,242,2014-03-25T00:00:00,X5 XDRIVE50I,Benzine,stationwagen,2150,BMW,Euro 6,Niet geregistreerd,3015,330,G
4,4,5.5,6.6,8.6,1997,154,2014-03-21T00:00:00,428I,Benzine,cabriolet,1675,BMW,Euro 6,Niet geregistreerd,2160,180,C
6,5,6.5,8.2,11.2,2979,192,2014-03-21T00:00:00,535I,Benzine,sedan,1915,BMW,Euro 6,Niet geregistreerd,2570,225,D
6,4,5.7,7.7,11.1,2979,180,2014-03-21T00:00:00,435I,Benzine,cabriolet,1725,BMW,Euro 6,Niet geregistreerd,2210,225,E
6,5,6.2,7.9,10.9,2979,184,2014-03-21T00:00:00,535I,Benzine,stationwagen,1760,BMW,Euro 6,Niet geregistreerd,2435,225,D
4,5,4.7,5.7,7.4,1598,132,2014-05-22T00:00:00,118I,Benzine,stationwagen,1280,BMW,Euro 6,Niet geregistreerd,1835,125,C
2,5,3.4,3.8,4.5,875,88,2014-03-21T00:00:00,FIAT PUNTO,Benzine,MPV,1050,FIAT,Euro 6,Niet geregistreerd,1635,74,A
